1855 1       420  26
2370 2       840  28
1165 3      1260  16
2740 4      1680  30
2485 5      2100  29
3270 6      2520  30
2300 7      2940  29
3280 8      3360  28
2450 9      3780  28
2405 10      4200  25
1550 11      4620  26
1765 12      5040  22
3145 13      5460  30
2415 14      5880  32
2340 15      6300  29
2905 16      6720  29
1825 17      7140  23
1935 18      7560  27
2625 19      7980  26
1940 20      8400  26
1695 21      8820  24
2135 22      9240  28
2955 23      9660  27
2555 24     10080  27
2290 25     10500  29
2235 26     10920  24
1595 27     11340  24
2620 28     11760  28
1870 29     12180  25
1355 30     12600  26
1835 31     13020  26
1305 32     13440  21
2605 33     13860  30
 890 34     14280  22
2125 35     14700  30
2225 36     15120  26
1880 37     15540  26
2470 38     15960  24
3115 39     16380  28
2560 40     16800  29
1750 41     17220  28
1940 42     17640  28
1635 43     18060  26
1435 44     18480  25
1625 45     18900  26
2460 46     19320  27
1570 47     19740  21
3045 48     20160  29
2550 49     20580  28
1420 50     21000  23
3050 51     21420  30
1740 52     21840  23
1555 53     22260  26
2660 54     22680  28
2765 55     23100  28
2970 56     23520  28
1655 57     23940  26
1730 58     24360  27
2645 59     24780  30
1735 60     25200  23
2310 61     25620  30
2835 62     26040  29
3115 63     26460  29
2175 64     26880  30
2505 65     27300  27
2375 66     27720  28
3155 67     28140  29
2610 68     28560  28
2510 69     28980  23
2320 70     29400  30
2335 71     29820  29
2395 72     30240  29
2050 73     30660  29
2400 74     31080  26
2385 75     31500  31
2855 76     31920  28
1980 77     32340  25
2535 78     32760  25
2700 79     33180  27
2365 80     33600  25
3010 81     34020  30
2255 82     34440  26
3045 83     34860  29
3400 84     35280  30
2310 85     35700  29
3000 86     36120  29
2490 87     36540  27
2965 88     36960  29
3455 89     37380  31
3060 90     37800  28
2930 91     38220  26
3020 92     38640  29
2595 93     39060  28
2195 94     39480  21
2725 95     39900  29
3125 96     40320  28
3780 97     40740  33
3215 98     41160  30
3045 99     41580  27
2750 100     42000  27
3100 101     42420  28
3095 102     42840  28
3205 103     43260  31
2940 104     43680  23
3890 105     44100  32
2970 106     44520  15
2815 107     44940  28
3260 108     45360  29
3730 109     45780  32
3570 110     46200  29
3810 111     46620  31
4030 112     47040  31
3800 113     47460  32
3240 114     47880  29
2960 115     48300  26
3070 116     48720  27
3050 117     49140  26
3390 118     49560  27
3745 119     49980  32
3915 120     50400  30
3945 121     50820  31
3780 122     51240  30
3330 123     51660  28
3405 124     52080  28
4410 125     52500  32
3845 126     52920  31
3575 127     53340  30
3545 128     53760  31
3415 129     54180  29
3995 130     54600  32
3995 131     55020  32
3750 132     55440  31
4150 133     55860  31
3950 134     56280  32
3955 135     56700  31
