  90 1       420
1135 2       840
2510 3      1260
3345 4      1680
2950 5      2100
3325 6      2520
3400 7      2940
4090 8      3360
3815 9      3780
2470 10      4200
4015 11      4620
2960 12      5040
3405 13      5460
3070 14      5880
3120 15      6300
1960 16      6720
3680 17      7140
3105 18      7560
2235 19      7980
3140 20      8400
3120 21      8820
1925 22      9240
3385 23      9660
2145 24     10080
2175 25     10500
2910 26     10920
2580 27     11340
2360 28     11760
2810 29     12180
2595 30     12600
2995 31     13020
3615 32     13440
2745 33     13860
3085 34     14280
2040 35     14700
1915 36     15120
2770 37     15540
3415 38     15960
2095 39     16380
1480 40     16800
2945 41     17220
2030 42     17640
2530 43     18060
3050 44     18480
2805 45     18900
2760 46     19320
1585 47     19740
2915 48     20160
1855 49     20580
1920 50     21000
2000 51     21420
1880 52     21840
1595 53     22260
1950 54     22680
1700 55     23100
1960 56     23520
1020 57     23940
2805 58     24360
3135 59     24780
2105 60     25200
1920 61     25620
1800 62     26040
2545 63     26460
2470 64     26880
2460 65     27300
2535 66     27720
1935 67     28140
2295 68     28560
2175 69     28980
1685 70     29400
2965 71     29820
1835 72     30240
1730 73     30660
2835 74     31080
2560 75     31500
2990 76     31920
2090 77     32340
1955 78     32760
1765 79     33180
1955 80     33600
1995 81     34020
2165 82     34440
2835 83     34860
2280 84     35280
1450 85     35700
2320 86     36120
1805 87     36540
1550 88     36960
1615 89     37380
2710 90     37800
1855 91     38220
3235 92     38640
1925 93     39060
1905 94     39480
1725 95     39900
1950 96     40320
3590 97     40740
2035 98     41160
1710 99     41580
1740 100     42000
2085 101     42420
2150 102     42840
1675 103     43260
2280 104     43680
1980 105     44100
2430 106     44520
2225 107     44940
1795 108     45360
1855 109     45780
2165 110     46200
2800 111     46620
2195 112     47040
2140 113     47460
1855 114     47880
3340 115     48300
2170 116     48720
2555 117     49140
2350 118     49560
1945 119     49980
2900 120     50400
1250 121     50820
2125 122     51240
1405 123     51660
2010 124     52080
2975 125     52500
1810 126     52920
2250 127     53340
1820 128     53760
1400 129     54180
1615 130     54600
1530 131     55020
2585 132     55440
1970 133     55860
2140 134     56280
1920 135     56700
1955 136     57120
2705 137     57540
1710 138     57960
2050 139     58380
2630 140     58800
1620 141     59220
1835 142     59640
1965 143     60060
2540 144     60480
3355 145     60900
3130 146     61320
1865 147     61740
1715 148     62160
1525 149     62580
1870 150     63000
2425 151     63420
2100 152     63840
2395 153     64260
2245 154     64680
2370 155     65100
2735 156     65520
3075 157     65940
2345 158     66360
2250 159     66780
1940 160     67200
2220 161     67620
2970 162     68040
2045 163     68460
3225 164     68880
2495 165     69300
1900 166     69720
2575 167     70140
1870 168     70560
2510 169     70980
2675 170     71400
2350 171     71820
2080 172     72240
2665 173     72660
1625 174     73080
3150 175     73500
2035 176     73920
2260 177     74340
1820 178     74760
1840 179     75180
1665 180     75600
2240 181     76020
2000 182     76440
1620 183     76860
1780 184     77280
2095 185     77700
2740 186     78120
2300 187     78540
2690 188     78960
2370 189     79380
1070 190     79800
2335 191     80220
1685 192     80640
1765 193     81060
1875 194     81480
1595 195     81900
2360 196     82320
2290 197     82740
2935 198     83160
2380 199     83580
2750 200     84000
2030 201     84420
2235 202     84840
1655 203     85260
2850 204     85680
1850 205     86100
2985 206     86520
1745 207     86940
1545 208     87360
2855 209     87780
1840 210     88200
2220 211     88620
2165 212     89040
2120 213     89460
1860 214     89880
1490 215     90300
2510 216     90720
1390 217     91140
2865 218     91560
1845 219     91980
2265 220     92400
2840 221     92820
1890 222     93240
1370 223     93660
2285 224     94080
1645 225     94500
2570 226     94920
1965 227     95340
2205 228     95760
1930 229     96180
1985 230     96600
1920 231     97020
2780 232     97440
1405 233     97860
2025 234     98280
2520 235     98700
1865 236     99120
3225 237     99540
1815 238     99960
2390 239    100380
1405 240    100800
1610 241    101220
2110 242    101640
3300 243    102060
1885 244    102480
2010 245    102900
1965 246    103320
3025 247    103740
2015 248    104160
2195 249    104580
1775 250    105000
1810 251    105420
2775 252    105840
2260 253    106260
1920 254    106680
3170 255    107100
1800 256    107520
2580 257    107940
2630 258    108360
2685 259    108780
1285 260    109200
2120 261    109620
1645 262    110040
2955 263    110460
2035 264    110880
2735 265    111300
1970 266    111720
2550 267    112140
2535 268    112560
2350 269    112980
2940 270    113400
3060 271    113820
2465 272    114240
2025 273    114660
2805 274    115080
1935 275    115500
1935 276    115920
2635 277    116340
2475 278    116760
1940 279    117180
1300 280    117600
3380 281    118020
2310 282    118440
2345 283    118860
1240 284    119280
2265 285    119700
1585 286    120120
2020 287    120540
1990 288    120960
2055 289    121380
1755 290    121800
2790 291    122220
2260 292    122640
1865 293    123060
1810 294    123480
1910 295    123900
2035 296    124320
2185 297    124740
1620 298    125160
 895 299    125580
2145 300    126000
1595 301    126420
1745 302    126840
2260 303    127260
1550 304    127680
1905 305    128100
2610 306    128520
2720 307    128940
2290 308    129360
1540 309    129780
2865 310    130200
1995 311    130620
1885 312    131040
1235 313    131460
1675 314    131880
2550 315    132300
1510 316    132720
2145 317    133140
2160 318    133560
2195 319    133980
2705 320    134400
2790 321    134820
1990 322    135240
2915 323    135660
1315 324    136080
1815 325    136500
1995 326    136920
2505 327    137340
1170 328    137760
2980 329    138180
2410 330    138600
1580 331    139020
2360 332    139440
2800 333    139860
2220 334    140280
2195 335    140700
2525 336    141120
3450 337    141540
1680 338    141960
2450 339    142380
2995 340    142800
2155 341    143220
1870 342    143640
2415 343    144060
2475 344    144480
2120 345    144900
1620 346    145320
3560 347    145740
2125 348    146160
2610 349    146580
1540 350    147000
2575 351    147420
2615 352    147840
1955 353    148260
1765 354    148680
1890 355    149100
2125 356    149520
2965 357    149940
2290 358    150360
1375 359    150780
2090 360    151200
2510 361    151620
2365 362    152040
1915 363    152460
3725 364    152880
2670 365    153300
2030 366    153720
1170 367    154140
2395 368    154560
 825 369    154980
2130 370    155400
1920 371    155820
1380 372    156240
2150 373    156660
1265 374    157080
1780 375    157500
2635 376    157920
2575 377    158340
2475 378    158760
3210 379    159180
2350 380    159600
2130 381    160020
1805 382    160440
1715 383    160860
2600 384    161280
2390 385    161700
1845 386    162120
2395 387    162540
2550 388    162960
2320 389    163380
1775 390    163800
2290 391    164220
2200 392    164640
2130 393    165060
2385 394    165480
1820 395    165900
2880 396    166320
1660 397    166740
2285 398    167160
2375 399    167580
2225 400    168000
2230 401    168420
2085 402    168840
2460 403    169260
1995 404    169680
1670 405    170100
2130 406    170520
2150 407    170940
2400 408    171360
1990 409    171780
2235 410    172200
1625 411    172620
2410 412    173040
1690 413    173460
1735 414    173880
1415 415    174300
1710 416    174720
1990 417    175140
2650 418    175560
2315 419    175980
2145 420    176400
1990 421    176820
2420 422    177240
1805 423    177660
1775 424    178080
2850 425    178500
1965 426    178920
2880 427    179340
2110 428    179760
2050 429    180180
2370 430    180600
1410 431    181020
3040 432    181440
1720 433    181860
1420 434    182280
2200 435    182700
2000 436    183120
1845 437    183540
2675 438    183960
2380 439    184380
2575 440    184800
2525 441    185220
1115 442    185640
2470 443    186060
1050 444    186480
1945 445    186900
1405 446    187320
1950 447    187740
2880 448    188160
1665 449    188580
2470 450    189000
2720 451    189420
1910 452    189840
2675 453    190260
2840 454    190680
2045 455    191100
1745 456    191520
1770 457    191940
2625 458    192360
1965 459    192780
1580 460    193200
1425 461    193620
2115 462    194040
1825 463    194460
2145 464    194880
2660 465    195300
1730 466    195720
2000 467    196140
2520 468    196560
1875 469    196980
2245 470    197400
3195 471    197820
2580 472    198240
1945 473    198660
1525 474    199080
2070 475    199500
2040 476    199920
2610 477    200340
1860 478    200760
2620 479    201180
2445 480    201600
1540 481    202020
2435 482    202440
2650 483    202860
1830 484    203280
1855 485    203700
2005 486    204120
2350 487    204540
2370 488    204960
1840 489    205380
2310 490    205800
3140 491    206220
2285 492    206640
1980 493    207060
2930 494    207480
2880 495    207900
1645 496    208320
1590 497    208740
1635 498    209160
2030 499    209580
2840 500    210000
1410 501    210420
2530 502    210840
2905 503    211260
2505 504    211680
2725 505    212100
2670 506    212520
2025 507    212940
3670 508    213360
2770 509    213780
2130 510    214200
2725 511    214620
1215 512    215040
2050 513    215460
2760 514    215880
1940 515    216300
2270 516    216720
1135 517    217140
1945 518    217560
2075 519    217980
1465 520    218400
1720 521    218820
1575 522    219240
1840 523    219660
2575 524    220080
1875 525    220500
2445 526    220920
1640 527    221340
1895 528    221760
2355 529    222180
2480 530    222600
2855 531    223020
2115 532    223440
1710 533    223860
2810 534    224280
2015 535    224700
1430 536    225120
1350 537    225540
2030 538    225960
1545 539    226380
2370 540    226800
2165 541    227220
2275 542    227640
2195 543    228060
1945 544    228480
1155 545    228900
3455 546    229320
2330 547    229740
3000 548    230160
1820 549    230580
2650 550    231000
1630 551    231420
2695 552    231840
2715 553    232260
2520 554    232680
1775 555    233100
1480 556    233520
2700 557    233940
1970 558    234360
1965 559    234780
2415 560    235200
2585 561    235620
2085 562    236040
2595 563    236460
1870 564    236880
1650 565    237300
1205 566    237720
2950 567    238140
3375 568    238560
1300 569    238980
1730 570    239400
2675 571    239820
2615 572    240240
1425 573    240660
1975 574    241080
1585 575    241500
1890 576    241920
1575 577    242340
2135 578    242760
2140 579    243180
1680 580    243600
1805 581    244020
2005 582    244440
2895 583    244860
2755 584    245280
1770 585    245700
1650 586    246120
2350 587    246540
2225 588    246960
1745 589    247380
1750 590    247800
1765 591    248220
2170 592    248640
3295 593    249060
2325 594    249480
2360 595    249900
2345 596    250320
2055 597    250740
1215 598    251160
2420 599    251580
1860 600    252000
1875 601    252420
2560 602    252840
1985 603    253260
1305 604    253680
1500 605    254100
2010 606    254520
1645 607    254940
1450 608    255360
1820 609    255780
2410 610    256200
1420 611    256620
2475 612    257040
2005 613    257460
1785 614    257880
2445 615    258300
2810 616    258720
1425 617    259140
2685 618    259560
2240 619    259980
2490 620    260400
1855 621    260820
2345 622    261240
2245 623    261660
3275 624    262080
2440 625    262500
2175 626    262920
2700 627    263340
1935 628    263760
2705 629    264180
2620 630    264600
2285 631    265020
2755 632    265440
2415 633    265860
2235 634    266280
1725 635    266700
2625 636    267120
1930 637    267540
1870 638    267960
1655 639    268380
2870 640    268800
2775 641    269220
2750 642    269640
1920 643    270060
1840 644    270480
1835 645    270900
1795 646    271320
1515 647    271740
2180 648    272160
1455 649    272580
2625 650    273000
1985 651    273420
1660 652    273840
1605 653    274260
1670 654    274680
2995 655    275100
1810 656    275520
3285 657    275940
2625 658    276360
1855 659    276780
2660 660    277200
2015 661    277620
2180 662    278040
2285 663    278460
2105 664    278880
2080 665    279300
1905 666    279720
1575 667    280140
2020 668    280560
2275 669    280980
1780 670    281400
1990 671    281820
2575 672    282240
1470 673    282660
1650 674    283080
2330 675    283500
2355 676    283920
2375 677    284340
2135 678    284760
2675 679    285180
3490 680    285600
1990 681    286020
2690 682    286440
1985 683    286860
1925 684    287280
2745 685    287700
2345 686    288120
2130 687    288540
2375 688    288960
1145 689    289380
2525 690    289800
2830 691    290220
2400 692    290640
1905 693    291060
2850 694    291480
3070 695    291900
2230 696    292320
2595 697    292740
2375 698    293160
2980 699    293580
2290 700    294000
2730 701    294420
1515 702    294840
1360 703    295260
1985 704    295680
2070 705    296100
2430 706    296520
 950 707    296940
2215 708    297360
2070 709    297780
3365 710    298200
1390 711    298620
2345 712    299040
2150 713    299460
2050 714    299880
1780 715    300300
2065 716    300720
2595 717    301140
2090 718    301560
1825 719    301980
1700 720    302400
2100 721    302820
2060 722    303240
1765 723    303660
1930 724    304080
2335 725    304500
1915 726    304920
2455 727    305340
1525 728    305760
1760 729    306180
2140 730    306600
1300 731    307020
1300 732    307440
2195 733    307860
2605 734    308280
2160 735    308700
1915 736    309120
2975 737    309540
2020 738    309960
2275 739    310380
2300 740    310800
1850 741    311220
2970 742    311640
2585 743    312060
1755 744    312480
2285 745    312900
2110 746    313320
1745 747    313740
1245 748    314160
3030 749    314580
1670 750    315000
3170 751    315420
3230 752    315840
1690 753    316260
2140 754    316680
2315 755    317100
2925 756    317520
1950 757    317940
2650 758    318360
1275 759    318780
1320 760    319200
1770 761    319620
1860 762    320040
1855 763    320460
2720 764    320880
3375 765    321300
1885 766    321720
1565 767    322140
2205 768    322560
2240 769    322980
1965 770    323400
2305 771    323820
1745 772    324240
1885 773    324660
2790 774    325080
2755 775    325500
2645 776    325920
2330 777    326340
1425 778    326760
3070 779    327180
2430 780    327600
2095 781    328020
1525 782    328440
1960 783    328860
1930 784    329280
3015 785    329700
1790 786    330120
1760 787    330540
3460 788    330960
2060 789    331380
2850 790    331800
2370 791    332220
2615 792    332640
2430 793    333060
1750 794    333480
1465 795    333900
1945 796    334320
1620 797    334740
2270 798    335160
2325 799    335580
2455 800    336000
2840 801    336420
2440 802    336840
1825 803    337260
2615 804    337680
1570 805    338100
2515 806    338520
2025 807    338940
2195 808    339360
2910 809    339780
1615 810    340200
2990 811    340620
1260 812    341040
1980 813    341460
2650 814    341880
1850 815    342300
2445 816    342720
2325 817    343140
3030 818    343560
1945 819    343980
1425 820    344400
2110 821    344820
1090 822    345240
1745 823    345660
2405 824    346080
2615 825    346500
1785 826    346920
2525 827    347340
1590 828    347760
2220 829    348180
1980 830    348600
2465 831    349020
1620 832    349440
1645 833    349860
2850 834    350280
1220 835    350700
2355 836    351120
1445 837    351540
2855 838    351960
1405 839    352380
2050 840    352800
1915 841    353220
2230 842    353640
3065 843    354060
1945 844    354480
2880 845    354900
2560 846    355320
2615 847    355740
2170 848    356160
1990 849    356580
1880 850    357000
1880 851    357420
2245 852    357840
2760 853    358260
1885 854    358680
1665 855    359100
2270 856    359520
1725 857    359940
2325 858    360360
2360 859    360780
1870 860    361200
2625 861    361620
2510 862    362040
