2940 1       420  30
1845 2       840  27
2095 3      1260  30
2340 4      1680  25
1515 5      2100  24
2180 6      2520  28
2190 7      2940  28
1750 8      3360  26
2570 9      3780  28
2740 10      4200  29
1640 11      4620  23
2685 12      5040  29
2680 13      5460  29
1605 14      5880  28
1190 15      6300  25
2330 16      6720  30
2745 17      7140  30
2550 18      7560  31
1685 19      7980  25
1660 20      8400  28
2680 21      8820  28
2390 22      9240  24
2050 23      9660  31
2810 24     10080  31
2250 25     10500  26
1590 26     10920  24
1905 27     11340  28
1710 28     11760  25
1930 29     12180  24
2185 30     12600  23
1510 31     13020  24
1735 32     13440  26
2100 33     13860  29
1920 34     14280  26
1980 35     14700  26
2430 36     15120  30
2350 37     15540  29
1625 38     15960  27
1605 39     16380  25
1580 40     16800  25
2245 41     17220  29
1295 42     17640  27
2080 43     18060  29
1805 44     18480  28
2915 45     18900  31
2415 46     19320  27
2985 47     19740  28
2455 48     20160  29
2150 49     20580  29
2430 50     21000  29
2900 51     21420  28
3170 52     21840  31
2660 53     22260  27
1755 54     22680  19
1710 55     23100  27
1675 56     23520  26
2215 57     23940  27
2470 58     24360  29
1440 59     24780  25
2315 60     25200  24
2640 61     25620  30
1720 62     26040  28
1730 63     26460  25
1990 64     26880  29
2635 65     27300  29
1670 66     27720  26
2030 67     28140  25
1815 68     28560  24
2020 69     28980  26
1690 70     29400  29
2050 71     29820  27
2085 72     30240  29
2415 73     30660  30
2800 74     31080  27
1310 75     31500  26
1905 76     31920  28
2645 77     32340  28
2430 78     32760  30
1975 79     33180  28
1980 80     33600  28
1605 81     34020  19
1655 82     34440  27
2485 83     34860  30
2555 84     35280  29
1710 85     35700  26
2190 86     36120  30
2460 87     36540  30
2615 88     36960  29
2375 89     37380  31
2285 90     37800  28
1250 91     38220  25
1150 92     38640  25
1780 93     39060  28
2440 94     39480  29
2185 95     39900  29
2140 96     40320  28
1185 97     40740  21
1565 98     41160  27
1350 99     41580  24
1840 100     42000  24
1710 101     42420  28
1545 102     42840  22
1895 103     43260  28
2010 104     43680  27
2345 105     44100  29
2065 106     44520  28
2330 107     44940  30
2390 108     45360  30
1655 109     45780  26
1520 110     46200  24
1885 111     46620  27
1620 112     47040  26
2775 113     47460  29
2525 114     47880  29
2020 115     48300  28
3190 116     48720  31
2165 117     49140  29
2470 118     49560  31
2295 119     49980  30
2590 120     50400  24
1515 121     50820  24
2650 122     51240  29
1940 123     51660  27
2780 124     52080  29
1970 125     52500  26
2615 126     52920  29
2265 127     53340  27
1535 128     53760  25
2220 129     54180  28
2070 130     54600  27
1350 131     55020  23
2155 132     55440  28
2095 133     55860  27
2115 134     56280  27
1430 135     56700  24
1740 136     57120  26
2815 137     57540  30
1930 138     57960  27
1575 139     58380  26
1470 140     58800  25
2215 141     59220  30
1580 142     59640  24
1470 143     60060  24
2645 144     60480  29
2000 145     60900  28
2075 146     61320  26
1805 147     61740  28
2505 148     62160  31
2255 149     62580  27
2130 150     63000  28
1530 151     63420  24
2195 152     63840  27
2670 153     64260  28
1860 154     64680  23
1950 155     65100  26
2185 156     65520  25
2830 157     65940  29
2510 158     66360  24
2860 159     66780  28
2825 160     67200  15
1775 161     67620  25
1740 162     68040  26
1795 163     68460  28
2925 164     68880  29
1600 165     69300  25
1180 166     69720  26
2605 167     70140  24
2590 168     70560  30
1485 169     70980  22
2295 170     71400  29
2350 171     71820  28
2550 172     72240  29
2830 173     72660  31
2100 174     73080  28
1720 175     73500  29
1985 176     73920  28
1730 177     74340  26
2520 178     74760  31
1160 179     75180  22
1320 180     75600  27
2940 181     76020  31
1625 182     76440  23
2280 183     76860  27
1170 184     77280  21
2800 185     77700  30
2000 186     78120  30
1420 187     78540  25
2155 188     78960  26
1325 189     79380  24
1450 190     79800  25
1925 191     80220  29
2325 192     80640  29
2245 193     81060  29
1980 194     81480  23
1570 195     81900  26
3140 196     82320  30
1495 197     82740  27
2075 198     83160  27
1630 199     83580  20
1715 200     84000  27
2225 201     84420  28
2575 202     84840  27
1775 203     85260  25
1905 204     85680  28
2120 205     86100  28
1890 206     86520  27
2335 207     86940  28
1755 208     87360  28
2040 209     87780  26
2745 210     88200  28
1940 211     88620  29
1600 212     89040  26
2795 213     89460  27
2055 214     89880  27
2395 215     90300  31
1985 216     90720  29
2020 217     91140  29
2100 218     91560  29
2875 219     91980  30
2470 220     92400  29
1735 221     92820  22
1780 222     93240  26
1615 223     93660  27
2725 224     94080  30
1700 225     94500  23
1920 226     94920  29
1180 227     95340  24
2055 228     95760  27
2135 229     96180  27
1960 230     96600  29
2175 231     97020  28
1965 232     97440  26
2160 233     97860  28
3175 234     98280  30
2200 235     98700  27
1875 236     99120  26
2135 237     99540  25
1420 238     99960  25
3205 239    100380  32
2380 240    100800  29
1500 241    101220  28
3015 242    101640  30
1950 243    102060  22
2265 244    102480  30
1875 245    102900  27
1665 246    103320  26
2065 247    103740  29
2380 248    104160  28
2120 249    104580  31
1820 250    105000  26
2305 251    105420  28
2450 252    105840  27
2665 253    106260  29
2390 254    106680  29
2110 255    107100  28
1825 256    107520  27
1595 257    107940  26
2200 258    108360  26
2220 259    108780  28
1480 260    109200  26
2405 261    109620  29
1985 262    110040  28
2495 263    110460  23
2185 264    110880  30
2590 265    111300  30
1780 266    111720  26
2070 267    112140  27
2260 268    112560  24
1735 269    112980  27
1845 270    113400  30
1590 271    113820  26
2180 272    114240  27
2455 273    114660  30
3055 274    115080  30
2030 275    115500  26
1825 276    115920  26
2240 277    116340  28
2210 278    116760  29
2005 279    117180  26
2815 280    117600  30
2650 281    118020  29
2295 282    118440  30
2080 283    118860  27
1825 284    119280  28
1380 285    119700  26
2775 286    120120  29
1725 287    120540  28
2485 288    120960  29
2645 289    121380  26
1890 290    121800  27
1815 291    122220  26
1705 292    122640  26
3390 293    123060  31
1390 294    123480  24
1830 295    123900  24
2690 296    124320  26
2240 297    124740  29
1480 298    125160  26
1300 299    125580  24
1850 300    126000  26
2260 301    126420  28
1195 302    126840  23
2085 303    127260  28
2455 304    127680  28
2510 305    128100  27
2720 306    128520  31
3085 307    128940  31
1770 308    129360  27
1720 309    129780  27
2105 310    130200  26
2215 311    130620  28
1870 312    131040  27
2675 313    131460  28
2980 314    131880  30
1805 315    132300  24
2225 316    132720  30
2230 317    133140  30
1665 318    133560  25
1900 319    133980  26
2480 320    134400  30
3725 321    134820  32
2120 322    135240  28
2360 323    135660  26
2385 324    136080  28
 900 325    136500  23
3275 326    136920  29
2200 327    137340  30
1740 328    137760  18
1140 329    138180  25
2020 330    138600  29
1805 331    139020  23
2040 332    139440  26
2815 333    139860  30
2700 334    140280  27
1585 335    140700  23
1890 336    141120  27
1150 337    141540  23
2265 338    141960  27
2215 339    142380  29
1940 340    142800  27
2045 341    143220  28
2055 342    143640  30
2565 343    144060  29
1575 344    144480  24
2615 345    144900  29
2185 346    145320  31
2130 347    145740  29
1955 348    146160  29
1990 349    146580  25
1610 350    147000  21
2050 351    147420  29
1215 352    147840  22
2830 353    148260  27
2065 354    148680  27
2305 355    149100  29
3040 356    149520  30
2555 357    149940  30
2255 358    150360  27
2285 359    150780  29
1795 360    151200  28
2660 361    151620  31
2305 362    152040  29
2675 363    152460  29
2325 364    152880  28
1115 365    153300  21
2185 366    153720  22
2710 367    154140  27
2190 368    154560  28
2115 369    154980  28
1690 370    155400  26
3345 371    155820  31
2655 372    156240  28
1950 373    156660  25
2110 374    157080  28
1990 375    157500  27
2460 376    157920  28
2400 377    158340  31
2365 378    158760  29
2075 379    159180  27
2175 380    159600  27
1990 381    160020  28
1985 382    160440  27
2150 383    160860  30
2695 384    161280  28
2190 385    161700  28
2985 386    162120  29
2285 387    162540  27
1700 388    162960  27
2870 389    163380  30
2695 390    163800  29
2205 391    164220  28
2685 392    164640  30
2065 393    165060  27
2160 394    165480  29
1925 395    165900  26
1780 396    166320  28
2885 397    166740  32
1975 398    167160  27
1530 399    167580  28
2130 400    168000  28
1910 401    168420  28
2470 402    168840  29
1965 403    169260  26
2205 404    169680  30
2395 405    170100  29
2080 406    170520  29
1690 407    170940  25
1120 408    171360  23
1685 409    171780  26
2115 410    172200  27
2145 411    172620  25
