4395 1       420  34
4120 2       840  32
4865 3      1260  34
4090 4      1680  34
4065 5      2100  30
4075 6      2520  31
3990 7      2940  30
3315 8      3360  25
4175 9      3780  33
4835 10      4200  34
3500 11      4620  26
4200 12      5040  32
4460 13      5460  34
3885 14      5880  28
4555 15      6300  34
4170 16      6720  31
4655 17      7140  34
4845 18      7560  34
4550 19      7980  32
4700 20      8400  34
3930 21      8820  33
4505 22      9240  34
4840 23      9660  34
4525 24     10080  34
4415 25     10500  34
4685 26     10920  34
3205 27     11340  28
4715 28     11760  34
4545 29     12180  34
3915 30     12600  29
4775 31     13020  34
4590 32     13440  34
4210 33     13860  32
4430 34     14280  34
4910 35     14700  34
4285 36     15120  34
4570 37     15540  34
4150 38     15960  32
3870 39     16380  28
4155 40     16800  32
3260 41     17220  26
4405 42     17640  32
3770 43     18060  30
4485 44     18480  34
4625 45     18900  34
4115 46     19320  33
3630 47     19740  29
4670 48     20160  34
4220 49     20580  33
4900 50     21000  34
4385 51     21420  33
4615 52     21840  34
4825 53     22260  34
4930 54     22680  34
5020 55     23100  34
3590 56     23520  26
3760 57     23940  29
4500 58     24360  34
4865 59     24780  34
4515 60     25200  34
3400 61     25620  27
3840 62     26040  28
4620 63     26460  34
3685 64     26880  29
3410 65     27300  28
3700 66     27720  28
3900 67     28140  31
4400 68     28560  34
4420 69     28980  34
4080 70     29400  31
4755 71     29820  34
3710 72     30240  31
4405 73     30660  34
4800 74     31080  34
4520 75     31500  32
4860 76     31920  34
4240 77     32340  32
4615 78     32760  33
