229968 192    229968    0    0   650     50      0   1612    592   0   0
230481 193    230481   12    0   700    900    900     53    257   7   0
232216 194    232216    0    0  1150    400      0   1317    751  15   0
233341 195    233341    0    0   700    350      0    344    601   0   0
234595 196    234595    0    0   850    500      0    472    591   2   0
236265 197    236265    2    0  1650    500    400   3349    575   4   0
237970 198    237970    0    0  1050    450      0   1165    785  13   0
239691 199    239691    0    0   750    150      0   1603    887   0   0
240950 200    240950    0    0   950     50      0   4787    583   2   0
242068 201    242068    0    0   800     50      0   2659    559   2   0
242882 202    242882    7    0   900    800    725     17    343   3   0
243979 203    243979    0    0   700    450      0    223    574   3   0
245629 204    245629    0    0   850    400      0   1052    853   0   0
247299 205    247299    0    0   850    100      0    724    853   0   0
248543 206    248543    0    0   900    300      0    569    566   6   0
249719 207    249719    1    0  1250      0      0   5151    381   4   0
250907 208    250907    0    0   750      0      0   2853    588   3   0
252182 209    252182    0    0   600    450      0    190    680   2   0
253743 210    253743   10    0   600    850    575    363    828   2   0
254838 211    254838    8    0   900    750    725    508    503   4   0
255954 212    255954    0    0   650      0      0   2557    616   0   0
257095 213    257095    0    0   650    400      0     19    596   0   0
258267 214    258267    0    0   900    300      0     40    532   0   0
259340 215    259340    0    0   750    150      0    390    555   0   0
260993 216    260993    0    0  1450    850      0    945    649   6   0
262119 217    262119    0    0   650    550      0      9    584   6   0
263274 218    263274    0    0   650    600      0    477    655   0   0
264462 219    264462    0    0   850    225      0   2818    592   0   0
265577 220    265577    0    0   600    100      0    382    655   7   0
266809 221    266809    0    0   750    300      0    650    612  22   0
268075 222    268075    5    0  1700      0      0   3367    318   4   0
268759 223    268759   13    0   650   1150   1125    623    345   0   0
269972 224    269972    0    0   650    400      0     59    622   0   0
271521 225    271521    0    0  1100    100      0   3118   1113  20   1
273211 226    273211    0    0  1850    950      0   2719    460   3   0
274958 227    274958    1    0  1450    550      0    503    886   8   1
276464 228    276464    0    0  1100    100      0   3246    694  24   3
277735 229    277735    0    0   950      0      0   5546    500   4   0
278828 230    278828   12    0   600      0      0      6    639   4   0
279451 231    279451   10    0   600    900    900    391    351   7   0
280430 232    280430    1    0   650    900      0    872    537   0   0
281010 233    281010   15    0   900   1000   1050     49    224   2   0
282642 234    282642   27    4  2600   2150   1450  11054    413  33   4
283796 235    283796    1    0   700      0      0   4132    623   2   0
284917 236    284917    1    0   900      0      0   4239    532   1   0
286015 237    286015    0    0   750      0      0   4773    583   0   0
287693 238    287693    0    0  1050    200      0   4802    785   0   0
288978 239    288978   24    7  2000   2050   2075   4500    523  22   3
289731 240    289731   24    0  1250   1000    900    488    184  30   5
290986 241    290986    2    0   950      0      0   4845    583   8   0
292178 242    292178    0    0   750      0      0   3659    615   3   0
293382 243    293382    5    0   750    100      0   4378    792   8   1
294590 244    294590    0    0   750      0      0   6565    626   2   0
296305 245    296305    0    0  1100    625      0   1042    761   3   0
297988 246    297988    0    0  1250    400      0   3157    717   2   0
299134 247    299134   12    0   600      0      0      1    630   2   0
300871 248    300871    0    0  1350    600      0   1810   1130  23   1
302079 249    302079    0    0   800      0      0   2815    585   1   0
303155 250    303155    0    0   900    300      0    438    478   0   0
304839 251    304839    0    0  1450    625      0   3940    980  23   2
306519 252    306519   25   13  3500   3600    475   3100   1092  29  12
307884 253    307884    0    0  1100    150      0   4260    608   3   0
309132 254    309132    0    0   800     50      0   3191    625   3   0
310294 255    310294    3    0   700    100      0   3780    628   4   0
311510 256    311510    2    0   650      0      0   5013    640   4   0
312928 257    312928    0    0  1000    350      0   2676    636   0   0
314608 258    314608    0    0  1450    300      0   5285    680  31   1
315750 259    315750    0    0   700    300      0    481    578   0   0
316848 260    316848    0    0   850    250      0   1199    483   0   0
318616 261    318616    0    0   600    700      0    216    938   0   0
319772 262    319772    0    0   700     50      0   3011    596   0   0
320901 263    320901    6    0  1000      0      0   4233    506  10   0
321836 264    321836    2    0   600    800      0      0    494  10   0
322912 265    322912    2    0   950    100      0   4748    485   0   0
324585 266    324585    0    0  1200    375      0   4813    678   8   0
326057 267    326057    0    0   900    850      0    134    690   4   0
327359 268    327359    0    0  1150    500      0    208    506  16   0
328520 269    328520    0    0   850    100      0   2882    550   0   0
330228 270    330228    4    5  2300   2350      0   5588   1007  28  14
330845 271    330845   18    0  1100   1300    900    121    159   3   0
332038 272    332038    2    0   700    400      0     16    591  11   0
333384 273    333384    0    0  1150    100      0   1420   1006  16   1
334037 274    334037   15    0   850   1225   1125      0     58   1   0
335177 275    335177    2    0   600      0      0   4784    656   2   0
336521 276    336521    0    0   800      0      0   4808    656  12   0
337794 277    337794    0    0   750      0      0   2018    631   2   0
338966 278    338966    0    0   750     50      0   3504    587   0   0
340552 279    340552   24    7  1950   1250      0  10571   1570  28   9
341784 280    341784    0    0   950    550      0    221    551   0   0
342891 281    342891   12    0   600      0      0      3    648   0   0
344486 282    344486   25    3  2650   3375      0  14789    749   5   1
346065 283    346065   10    0  1850    625    400  10118    681  13   8
347326 284    347326    0    0   800    525      0    856    593  21   8
348876 285    348876    0    0  1200    200      0   4356   1019   4   2
350340 286    350340    0    0  1400     50      0   7006    754  33   2
351454 287    351454    0    0   750     50      0   2360    570   0   0
352695 288    352695    0    0   700    350      0      0    618   0   0
354398 289    354398    0    0  1300    800    975  10727   1298  13   1
355591 290    355591    3    0  1000     50      0   1265    522  13   1
356033 291    356033   16    0   850   1050    825     65    153   3   0
357314 292    357314    0    0   650    300      0     13    673   4   0
359017 293    359017   21    4  2250    600      0  12023    743  73   2
360750 294    360750    2    1  1650    350      0   3195    985  23   2
362378 295    362378   10    2  2400   1450      0   7874    947  13   7
364082 296    364082    9    2  2150    325      0   9294    864  75   7
365855 297    365855   23    3  1800    800    225     16    542  117  19
367111 298    367111    0    0   850    150      0   3634    595   7   0
368842 299    368842    0    0  1050    250      0   3039   1246  19   8
370205 300    370205    0    0  1250    500      0   1353    418   7   0
371364 301    371364    0    0   650    600      0    168    643   0   0
372460 302    372460    0    0   750    850      0    356    524   2   0
374213 303    374213    0    0  1500    600      0   5788    500  19   0
375957 304    375957   14    5  3100   1800      0   2915   1121  32  12
377567 305    377567   17    8  3600   1125      0  10728    881  45  13
378806 306    378806    0    0   650      0      0   4044    636   3   0
380034 307    380034    1    0   950     50      0   5713    503   4   0
381316 308    381316    0    0   700    650      0      0    641   3   0
382546 309    382546    0    0   650    300      0    762    668   3   0
383818 310    383818    0    0  1150      0      0   5694    525   1   0
385013 311    385013    4    0  1350    100      0   3426    413   3   0
386164 312    386164    0    0   650    400      0    104    590   0   0
387403 313    387403    0    0   700    100      0    646    627   3   0
388673 314    388673    0    0  1000    350      0   1220    543   7   0
390424 315    390424    0    0  1200   1150      0   3732   1863  28   2
391753 316    391753    0    0   800    350      0    120    636  11   0
393533 317    393533    0    0  1100    225      0   2476    768  25   0
394094 318    394094   16    0   900   1000    900     20    197   2   0
395129 319    395129    0    0   600    150      0    397    599   4   0
396832 320    396832    5    0  1850    300      0  11064   1178  127   8
398272 321    398272    0    0   950    100      0   3582    634  28   0
399851 322    399851    0    0  1300    300      0   3265    952  17   1
401301 323    401301    0    0  1300    600      0   1814    538  108   2
402984 324    402984   10    3  2450    650      0   6687   1321  30   6
404257 325    404257    0    0  1000     50      0   5244    530   7   0
405466 326    405466    0    0   700    350      0   1545    604   0   0
407226 327    407226    1    0  1500    400      0   7201   1022  43   1
408938 328    408938    0    0   850    200      0   2595    827  16   0
410205 329    410205    0    0   650    450      0    125    648   0   0
411962 330    411962    0    0   950    375      0   2574    808  19   0
413738 331    413738    1    0  1350    975    400   2073    683  31   1
415013 332    415013    0    0   650    250      0    250    650   0   0
416721 333    416721    9    0  2250    775      0   8124    876  71   4
418137 334    418137    0    0  1850    450      0   2290    642  32   1
419890 335    419890    0    0  1100    450      0    727    768   6   0
421612 336    421612   12    1  2000    525      0  10700    610  59   1
423304 337    423304   15   16  3300   3225      0   5183   1831  89  13
424401 338    424401   15    0   750      0      0      2    542  89  13
425535 339    425535    0    0   750    450      0    153    604   0   0
426694 340    426694    5    0  1150    400      0    488    350   3   0
427993 341    427993    0    0   950    200      0   4122    573  14   0
429252 342    429252    0    0   700      0      0   4191    636   7   0
430591 343    430591    0    0   750     50      0   5563    658  14   0
431995 344    431995    0    0   800      0      0   4457    677   8   0
433456 345    433456    0    0  1100    225      0   1058    653  24   1
434867 346    434867    0    0  1100    550      0   1339    518  15   0
436647 347    436647    0    0  1000    275      0   2597    802  16   0
438103 348    438103    1    0  1150     50      0   5947    588   8   0
439860 349    439860    0    0  1300    200      0   3432    700  22   0
441007 350    441007   15    0   750      0      0      1      4  22   0
442123 351    442123    0    0   750    250      0   1346    577   0   0
443817 352    443817    4    0  2200    250      0   4445    386  54   2
445545 353    445545    0    2  1750    975      0   2482    856  117   5
447328 354    447328   19    7  2700    350      0   4359   1038  73   8
449088 355    449088    0    0  1750    100      0   3223   1136  81   4
450298 356    450298   15    0   750      0      0      2    581  81   4
