2435 0.32
1955 0.67
2695 1.02
3135 1.37
2840 1.72
3355 2.07
3175 2.42
3155 2.78
2440 3.13
2110 3.48
2790 3.85
2570 4.22
3335 4.57
2695 4.98
2060 5.33
2655 5.68
3375 6.05
2250 6.42
1375 6.75
1535 7.12
1090 7.45
1295 7.82
1460 8.17
1370 8.52
875 8.87
1325 9.22
1160 9.57
1300 9.92
360 10.27
1320 10.63
1225 10.98
655 11.33
970 11.7
795 12.05
900 12.42
440 12.77
705 13.12
655 13.48
690 13.83
855 14.2
855 14.55
740 14.92
445 15.27
455 15.62
320 15.97
645 16.33
460 16.7
950 17.05
575 17.42
360 17.77
415 18.13
450 18.48
475 18.85
430 19.22
355 19.57
720 19.93
100 20.3
290 20.65
155 21.02
490 21.38
405 21.75
180 22.1
0 22.45
115 22.82
470 23.18
265 23.53
0 23.9
250 24.25
205 24.62
355 24.98
75 25.33
145 25.7
95 26.05
175 26.42
110 26.78
0 27.15
45 27.52
280 27.9
250 28.27
0 28.63
70 29.0
0 29.38
5 29.8
120 30.2
295 30.57
155 30.95
0 31.33
0 31.7
135 32.05
205 32.43
175 32.88
140 33.25
65 33.62
0 33.98
180 34.35
0 34.72
80 35.08
0 35.45
0 35.82
270 36.18
115 36.55
130 36.93
315 37.32
105 37.68
115 38.05
0 38.42
190 38.75
60 39.03
175 39.33
40 39.72
405 40.1
135 40.47
