241450 197    241450    0    1  1400    475      0   1933   1792  40  11
242689 198    242689    0    0   750      0      0   5095    622   2   0
244007 199    244007    0    2  1400    150      0   6286    847  15   1
245172 200    245172    0    0   750    100      0   1166    614   5   0
246304 201    246304    4    0  1150    450      0   3135    480   4   0
248023 202    248023    0    0   750    100      0   1873    887   0   0
249683 203    249683    0    0   850    350      0    651    839   0   0
251413 204    251413    0    0  1350    600      0    686    683   1   0
252106 205    252106   15    0   750   1350   1125    806      7   0   0
253224 206    253224   12    0   600      0      0      6    592   0   0
254974 207    254974    0    0   650    250      0     54    921   0   0
256174 208    256174   10    0  1050    250      0   3730    510   1   0
257374 209    257374    0    0   800    400      0    569    584   0   0
258457 210    258457    0    0   800    300      0   3292    415   1   0
260154 211    260154    1    0  1850    425      0   3362    482  51  12
261505 212    261505    0    0  1750      0      0   7103    346   5   0
263197 213    263197    0    0  1600    400      0   4579    460  12   0
264644 214    264644    5    0  1100    325      0   3840    641   4   0
266380 215    266380    8    3  3050   1850      0   2053   1985  27   6
267500 216    267500    0    0   950    250      0   2726    525   0   0
268632 217    268632   12    0   600      0      0      3    605   0   0
269860 218    269860    0    0   750    850      0   1376    627   0   0
271157 219    271157    0    0  1150    325      0   3275    578   2   0
272322 220    272322    0    0   950      0      0   3811    520   6   0
273998 221    273998   10    4  2050    375      0   6098    943  13   3
275676 222    275676    0    0  1050    450      0   5011   1110   3   1
277051 223    277051    0    0  1350     50      0   5574    935   5   4
278734 224    278734    0    0  1100    850      0   5050   1638   3   4
280437 225    280437    7    0  1100     50      0   3705    717  30   4
281588 226    281588    0    0   600    250      0     79    633   1   0
282782 227    282782    0    0   700      0      0   4596    644   2   0
284490 228    284490    0    0  1050    150      0   4970    785   2   0
286087 229    286087    0    0  1250    475      0   5439    717   8   0
287825 230    287825    0    0   700    400      0    337    904   0   0
289352 231    289352    0    0   600    150      0   3073    909   3   0
290863 232    290863    0    0  1000    200      0   3454    713  13   2
292614 233    292614   10   13  3200   1325      0   1259   1249  62   5
293705 234    293705    0    0   750    350      0     11    555   0   0
294955 235    294955    1    0  1050      0      0   2495    858  21   2
296179 236    296179    7    0  1550      0      0   7350    367   6  15
297845 237    297845    0    0  1700   1500      0   3048    749  12   1
298280 238    298280   10    0   800    700    725      0    169   0   0
299326 239    299326    2    0   700    300      0   4179    575   0   0
300453 240    300453   12    0   600      0      0      9    604   0   0
302212 241    302212    4    4  2950   3950    400    705   1475  69  11
303278 242    303278    0    0   700      0      0   4285    596   0   0
304392 243    304392    0    0   900    500      0    466    528   2   0
305610 244    305610   12    0   800     50      0   5231    598   5   0
307360 245    307360    0    0  1300   1150      0   1854   2081  25   2
308463 246    308463    0    0   600      0      0   2517    613  25   2
309578 247    309578    0    0   700    500      0    165    562   0   0
311210 248    311210    0    0  1150    425      0   6215    751   3   0
312421 249    312421    0    0   900     50      0   3177    557   2   0
314120 250    314120    1    0  1600    200      0   5181    598  13   1
315818 251    315818    0    0  1100    650      0   1738    768   0   0
317458 252    317458    0    0   950    350      0   3930    819   0   0
318542 253    318542    0    0   900      0      0   4341    528   0   0
319718 254    319718    0    0   600     50      0    278    626   0   0
320959 255    320959    0    0   950    100      0   3029    565   2   0
322095 256    322095    0    0   800    100      0   3461    587   1   0
322610 257    322610   15    0   800   1050    900    373    113   0   0
323826 258    323826    1    0  1050      0      0   5328    556   2   0
324915 259    324915    0    0   750      0      0   3985    598   2   0
326158 260    326158    0    0   750      0      0   1862    622   3   0
327745 261    327745    2    0  1700    675      0   8300    564  24   0
328939 262    328939    0    0   650    250      0    167    616   0   0
330034 263    330034    0    0   750      0      0   3073    586   0   0
331148 264    331148   15    0  1500      0      0   2192    241  35   0
332377 265    332377    0    0   650    550      0    124    629   0   0
333591 266    333591    1    0  1050    250      0   1376    515   1   0
334741 267    334741    2    0   750      0      0   2436    567   1   0
336143 268    336143    0    0   800    750      0    230    686   0   0
337335 269    337335    0    0  1000    300      0    378    517   4   0
338439 270    338439    0    0   750    200      0   2324    570   2   0
339608 271    339608    0    0   700    400      0    310    639   0   0
340822 272    340822    0    0   850    375      0   2829    607   2   0
342074 273    342074    0    0   850    150      0   1374    621  12   0
343204 274    343204    0    0   900    250      0    335    513   1   0
343666 275    343666   13    0   700   1050    825     51    232   0   0
344996 276    344996    0    0   750      0      0   3074    802  21   1
345461 277    345461   14    0   800    900    725    628    203   0   0
346588 278    346588    3    0   900      0      0    244    553  15   0
347136 279    347136   13    0   700   1100    900    311    280   0   0
348372 280    348372    3    0   800      0      0   3631    609   4   0
349447 281    349447   11    0   800      0      0   6750    556   2   0
350634 282    350634    0    0   600    500      0     28    628   2   0
351769 283    351769   20    0  1200      0      0   7315    449   4   0
352871 284    352871    0    0   650    550      0    537    611   0   0
354309 285    354309    0    0   900    150      0   1929   1010  32   1
355491 286    355491    0    0   700    400      0    994    601   0   0
356638 287    356638    0    0   600    150      0   1823    616   3   0
357886 288    357886    0    0   800     50      0   3787    612   1   0
359057 289    359057    0    0  1150    300      0   1350    469   1   0
360249 290    360249    0    0   650    400      0     54    626   0   0
361507 291    361507    0    0  1250      0      0   6923    530   4   0
363150 292    363150    0    0  1200    325      0   4342    734   2   0
364887 293    364887    0    0  1150    100      0   5478    751   5   0
366009 294    366009    0    0   750      0      0   3342    593   0   0
367093 295    367093    1    0   750    150      0   3176    558   1   0
368344 296    368344    2    0  1050    100      0   3242    549   4   0
369508 297    369508    0    0   650      0      0   3883    666   3   0
370749 298    370749    6    0  1050      0      0   7724    553  18   0
371860 299    371860    7    0   650      0      0   5392    656  18   0
373577 300    373577    2    0  1400    325      0   7505    666   3   0
374758 301    374758    0    0   650    300      0   2692    633   3   0
375896 302    375896    0    0   800      0      0   2495    566   1   0
377109 303    377109    5    0  1200      0      0   5713    476   2   0
378876 304    378876    0    0   650     50      0   1928    921   3   0
380366 305    380366    0    0   850    200      0   3396    797   1   0
382106 306    382106    0    0   900      0      0    744    836   6   0
383187 307    383187    0    0   700    250      0   1457    575   0   0
384452 308    384452    2    0  1000     50      0   4363    551   4   0
386241 309    386241   12    0   600      0      0      0    938   4   0
387529 310    387529    0    0   650    450      0     63    667   2   0
389237 311    389237    0    0  1200    300      0   4886    734   4   0
390863 312    390863    0    0  1100    225      0   6323    768   4   0
392097 313    392097    0    0   700      0      0   5047    657   8   0
393843 314    393843    0    0  1750   1600      0   1300   1264  11   1
394982 315    394982    0    0   650      0      0   2030    619   2   0
396027 316    396027    0    0   700    350      0     69    538   2   0
397101 317    397101    0    0   750     50      0   1943    544   0   0
398386 318    398386    0    0  1050      0      0   5711    541   3   0
