2815 1       421  23
2495 2       842  23
1375 3      1263  23
2730 4      1684  23
2510 5      2105  23
2190 6      2526  23
2190 7      2947  23
2285 8      3368  23
2200 9      3789  23
2400 10      4210  23
3285 11      4631  23
2075 12      5052  15
1185 13      5473  23
1145 14      5894  23
2535 15      6315  23
2135 16      6736  23
2065 17      7157  23
1725 18      7578  17
3080 19      7999  23
2805 20      8420  23
2440 21      8841  23
1505 22      9262  23
1645 23      9683  23
1750 24     10104  23
1675 25     10525  23
2355 26     10946  23
1735 27     11367  23
2965 28     11788  23
1835 29     12209  23
2055 30     12630  23
3225 31     13051  23
2540 32     13472  23
1275 33     13893  23
1820 34     14314  23
1795 35     14735  23
1670 36     15156  23
 895 37     15577  23
3135 38     15998  23
1225 39     16419  23
1045 40     16840  22
1245 41     17261  23
3190 42     17682  23
2280 43     18103  23
3270 44     18524  23
2340 45     18945  23
2155 46     19366  23
1975 47     19787  23
1850 48     20208  23
1055 49     20629  18
1745 50     21050  23
1545 51     21471  15
1385 52     21892  23
2295 53     22313  23
1365 54     22734  23
2055 55     23155  23
1340 56     23576  23
1545 57     23997  23
2485 58     24418  23
 890 59     24839  16
 835 60     25260  17
 840 61     25681  15
1670 62     26102  18
1855 63     26523  23
1685 64     26944  23
1920 65     27365  23
1765 66     27786  16
2485 67     28207  23
1945 68     28628  15
 740 69     29049  20
  85 70     29470  14
1110 71     29891  15
2910 72     30312  23
1565 73     30733  23
1565 74     31154  23
1530 75     31575  16
 465 76     31996  15
1780 77     32417  21
1585 78     32838  23
1195 79     33259  15
1285 80     33680  15
1255 81     34101  15
 980 82     34522  15
1605 83     34943  16
1160 84     35364  15
1910 85     35785  23
1110 86     36206  20
1520 87     36627  18
